dataset,technique,dimensions,num_of_walks,walk_length,p,q,macro_f1_score,micro_f1_score,accuracy,time_taken
cora,pagerank,256,10,10,0.25,0.25,0.8530989848342639,0.8653136531365314,0.8653136531365314,00:00:17.794
cora,pagerank,256,10,10,0.25,0.25,0.8216621092240369,0.8394833948339483,0.8394833948339483,00:00:17.650
cora,pagerank,256,10,10,0.25,0.25,0.8385963266198597,0.8487084870848709,0.8487084870848709,00:00:17.871
cora,pagerank,256,10,10,0.25,0.25,0.8397528397480667,0.8468634686346863,0.8468634686346863,00:00:17.764
cora,pagerank,256,10,10,0.25,0.25,0.8277688520071409,0.8487084870848709,0.8487084870848709,00:00:17.806
cora,pagerank,256,10,10,0.25,0.25,0.8346700737161464,0.8468634686346863,0.8468634686346863,00:00:17.878
cora,pagerank,256,10,10,0.25,0.25,0.8534013109988431,0.8653136531365314,0.8653136531365314,00:00:17.772
cora,pagerank,256,10,10,0.25,0.25,0.8411092429846951,0.8542435424354243,0.8542435424354243,00:00:17.867
cora,pagerank,256,10,10,0.25,0.25,0.8216717997941041,0.8357933579335792,0.8357933579335793,00:00:17.754
cora,pagerank,256,10,10,0.25,0.25,0.8436103428191186,0.8542435424354243,0.8542435424354243,00:00:17.974
cora,pagerank,256,10,10,0.25,0.25,0.8386883165981834,0.8505535055350554,0.8505535055350554,00:00:17.708
cora,pagerank,256,10,10,0.25,0.25,0.8436330425532065,0.8579335793357934,0.8579335793357934,00:00:17.846
cora,pagerank,256,10,10,0.25,0.25,0.8260570649615169,0.8413284132841329,0.8413284132841329,00:00:17.801
cora,pagerank,256,10,10,0.25,0.25,0.8420299495529255,0.8542435424354243,0.8542435424354243,00:00:17.639
cora,pagerank,256,10,10,0.25,0.25,0.8391598496543093,0.8505535055350554,0.8505535055350554,00:00:17.817
cora,pagerank,256,10,10,0.25,0.25,0.8342472745449047,0.8450184501845017,0.8450184501845018,00:00:17.861
cora,pagerank,256,10,10,0.25,0.25,0.8404711818627406,0.8579335793357934,0.8579335793357934,00:00:17.761
cora,pagerank,256,10,10,0.25,0.25,0.8511931608138319,0.8616236162361623,0.8616236162361623,00:00:17.648
cora,pagerank,256,10,10,0.25,0.25,0.8349242541607188,0.8468634686346863,0.8468634686346863,00:00:17.821
cora,pagerank,256,10,10,0.25,0.25,0.8435511493252654,0.8542435424354243,0.8542435424354243,00:00:17.664
cora,pagerank,256,10,10,0.25,0.25,0.8347253762538268,0.8468634686346863,0.8468634686346863,00:00:17.813
