dataset,technique,dimensions,num_of_walks,walk_length,p,q,macro_f1_score,micro_f1_score,accuracy,time_taken
citeseer,deepwalk,256,10,10,1,1,0.6665846992769561,0.7132132132132132,0.7132132132132132,00:00:05.198
citeseer,deepwalk,256,10,10,1,1,0.6738724470654032,0.7207207207207207,0.7207207207207207,00:00:05.259
citeseer,deepwalk,256,10,10,1,1,0.6680881107626145,0.7237237237237237,0.7237237237237237,00:00:05.214
citeseer,deepwalk,256,10,10,1,1,0.6641724814722526,0.7192192192192193,0.7192192192192193,00:00:05.337
citeseer,deepwalk,256,10,10,1,1,0.6650947078413655,0.7147147147147147,0.7147147147147147,00:00:05.188
citeseer,deepwalk,256,10,10,1,1,0.6722023943431944,0.7222222222222222,0.7222222222222222,00:00:05.332
citeseer,deepwalk,256,10,10,1,1,0.6733865411771452,0.7207207207207207,0.7207207207207207,00:00:05.245
citeseer,deepwalk,256,10,10,1,1,0.6593597109487072,0.7132132132132132,0.7132132132132132,00:00:05.309
citeseer,deepwalk,256,10,10,1,1,0.6620500939012414,0.7147147147147147,0.7147147147147147,00:00:05.192
citeseer,deepwalk,256,10,10,1,1,0.6703566632561934,0.7177177177177178,0.7177177177177178,00:00:05.319
citeseer,deepwalk,256,10,10,1,1,0.6666876763003523,0.7192192192192193,0.7192192192192193,00:00:05.262
